,M,t,x,u_actual,u_pred
43758,140.0,0.25,0.25,0.21038510000000002,0.20220697
43759,140.0,0.25,0.26,0.2074528,0.2020304
43760,140.0,0.25,0.27,0.2046519,0.20185369
43761,140.0,0.25,0.28,0.2019719,0.20167673
43762,140.0,0.25,0.29,0.19940329999999998,0.20149954
43763,140.0,0.25,0.3,0.1969378,0.2013222
43764,140.0,0.25,0.31,0.19456779999999999,0.20114471
43765,140.0,0.25,0.32,0.1922865,0.20096706
43766,140.0,0.25,0.33,0.1900878,0.20078932
43767,140.0,0.25,0.34,0.1879664,0.20061134
43768,140.0,0.25,0.35,0.1859171,0.20043337
43769,140.0,0.25,0.36,0.1839354,0.2002553
43770,140.0,0.25,0.37,0.18201729999999997,0.20007704
43771,140.0,0.25,0.38,0.1801588,0.19989873
43772,140.0,0.25,0.39,0.1783566,0.19972037
43773,140.0,0.25,0.4,0.1766075,0.1995419
43774,140.0,0.25,0.41,0.1749085,0.19936346
43775,140.0,0.25,0.42,0.1732569,0.19918485
43776,140.0,0.25,0.43,0.17165020000000003,0.19900626
43777,140.0,0.25,0.44,0.17008610000000002,0.19882765
43778,140.0,0.25,0.45,0.1685625,0.19864903
43779,140.0,0.25,0.46,0.16707729999999998,0.19847032
43780,140.0,0.25,0.47,0.16562879999999996,0.1982916
43781,140.0,0.25,0.48,0.164215,0.19811292
43782,140.0,0.25,0.49,0.1628346,0.19793421
43783,140.0,0.25,0.5,0.16148579999999998,0.19775562
43784,140.0,0.25,0.51,0.1601674,0.19757688
43785,140.0,0.25,0.52,0.158878,0.19739817
43786,140.0,0.25,0.53,0.1576162,0.19721954
43787,140.0,0.25,0.54,0.15638110000000002,0.19704089
43788,140.0,0.25,0.55,0.1551714,0.19686224
43789,140.0,0.25,0.56,0.15398610000000001,0.1966837
43790,140.0,0.25,0.57,0.1528243,0.19650507
43791,140.0,0.25,0.58,0.151685,0.19632658
43792,140.0,0.25,0.59,0.1505673,0.19614808
43793,140.0,0.25,0.6,0.1494704,0.19596969
43794,140.0,0.25,0.61,0.14839360000000001,0.19579132
43795,140.0,0.25,0.62,0.147336,0.19561301
43796,140.0,0.25,0.63,0.146297,0.19543472
43797,140.0,0.25,0.64,0.1452759,0.19525652
43798,140.0,0.25,0.65,0.14427210000000001,0.19507839
43799,140.0,0.25,0.66,0.1432849,0.19490032
43800,140.0,0.25,0.67,0.1423139,0.19472235
43801,140.0,0.25,0.68,0.1413584,0.19454435
43802,140.0,0.25,0.69,0.14041779999999998,0.19436646
43803,140.0,0.25,0.7,0.1394918,0.1941887
43804,140.0,0.25,0.71,0.1385799,0.19401103
43805,140.0,0.25,0.72,0.1376815,0.19383335
43806,140.0,0.25,0.73,0.1367963,0.19365585
43807,140.0,0.25,0.74,0.13592379999999998,0.19347838
43808,140.0,0.25,0.75,0.1350636,0.193301
43809,140.0,0.25,0.76,0.1342154,0.1931237
43810,140.0,0.25,0.77,0.13337870000000002,0.19294654
43811,140.0,0.25,0.78,0.13255329999999999,0.19276935
43812,140.0,0.25,0.79,0.1317388,0.19259243
43813,140.0,0.25,0.8,0.1309349,0.19241549
43814,140.0,0.25,0.81,0.1301411,0.19223872
43815,140.0,0.25,0.82,0.12935739999999998,0.192062
43816,140.0,0.25,0.83,0.1285833,0.19188537
43817,140.0,0.25,0.84,0.1278186,0.19170891
43818,140.0,0.25,0.85,0.1270631,0.19153246
43819,140.0,0.25,0.86,0.1263163,0.1913562
43820,140.0,0.25,0.87,0.1255783,0.19117998
43821,140.0,0.25,0.88,0.1248486,0.19100398
43822,140.0,0.25,0.89,0.124127,0.19082798
43823,140.0,0.25,0.9,0.1234133,0.19065216
43824,140.0,0.25,0.91,0.12270739999999998,0.19047646
43825,140.0,0.25,0.92,0.12200889999999999,0.19030082
43826,140.0,0.25,0.93,0.12131780000000002,0.19012529
43827,140.0,0.25,0.94,0.1206337,0.18994994
43828,140.0,0.25,0.95,0.1199566,0.18977466
43829,140.0,0.25,0.96,0.11928620000000001,0.18959951
43830,140.0,0.25,0.97,0.1186223,0.18942453
43831,140.0,0.25,0.98,0.11796480000000001,0.18924959
43832,140.0,0.25,0.99,0.11731359999999999,0.18907481
43833,140.0,0.25,1.0,0.11666839999999999,0.18890014
43835,140.0,0.26,0.01,0.5493507,0.2059659
43836,140.0,0.26,0.02,0.4612501,0.20604646
43837,140.0,0.26,0.03,0.4132897,0.206035
43838,140.0,0.26,0.04,0.38112729999999995,0.2060225
43839,140.0,0.26,0.05,0.3572925,0.2058757
43840,140.0,0.26,0.06,0.338547,0.20572008
43841,140.0,0.26,0.07,0.3232079,0.20555997
43842,140.0,0.26,0.08,0.31029509999999993,0.20539641
43843,140.0,0.26,0.09,0.2991904,0.20523062
43844,140.0,0.26,0.1,0.2894802,0.20506336
43845,140.0,0.26,0.11,0.28087540000000005,0.20489472
43846,140.0,0.26,0.12,0.27316599999999996,0.20472486
43847,140.0,0.26,0.13,0.2661953,0.20455414
43848,140.0,0.26,0.14,0.2598436,0.20438257
43849,140.0,0.26,0.15,0.254017,0.2042103
43850,140.0,0.26,0.16,0.24864120000000003,0.20403738
43851,140.0,0.26,0.17,0.24365599999999998,0.20386392
43852,140.0,0.26,0.18,0.23901220000000004,0.20368993
43853,140.0,0.26,0.19,0.2346692,0.2035155
43854,140.0,0.26,0.2,0.23059290000000002,0.20334068
43855,140.0,0.26,0.21,0.22675460000000003,0.20316547
43856,140.0,0.26,0.22,0.22312970000000001,0.20298994
43857,140.0,0.26,0.23,0.21969729999999998,0.20281401
43858,140.0,0.26,0.24,0.21643920000000003,0.20263787
43859,140.0,0.26,0.25,0.21333979999999997,0.2024614
43860,140.0,0.26,0.26,0.21038510000000002,0.20228468
43861,140.0,0.26,0.27,0.207563,0.20210776
43862,140.0,0.26,0.28,0.2048629,0.20193061
43863,140.0,0.26,0.29,0.2022753,0.20175333
43864,140.0,0.26,0.3,0.1997916,0.20157579
43865,140.0,0.26,0.31,0.19740429999999998,0.20139813
43866,140.0,0.26,0.32,0.1951066,0.20122024
43867,140.0,0.26,0.33,0.1928923,0.20104237
43868,140.0,0.26,0.34,0.1907559,0.20086426
43869,140.0,0.26,0.35,0.18869229999999998,0.20068616
43870,140.0,0.26,0.36,0.186697,0.2005078
43871,140.0,0.26,0.37,0.18476579999999998,0.20032936
43872,140.0,0.26,0.38,0.18289489999999997,0.2001509
43873,140.0,0.26,0.39,0.1810808,0.1999723
43874,140.0,0.26,0.4,0.1793203,0.19979368
43875,140.0,0.26,0.41,0.17761029999999997,0.19961503
43876,140.0,0.26,0.42,0.1759483,0.19943628
43877,140.0,0.26,0.43,0.1743315,0.19925752
43878,140.0,0.26,0.44,0.1727579,0.19907871
43879,140.0,0.26,0.45,0.171225,0.19889988
43880,140.0,0.26,0.46,0.169731,0.198721
43881,140.0,0.26,0.47,0.168274,0.19854212
43882,140.0,0.26,0.48,0.1668522,0.19836324
43883,140.0,0.26,0.49,0.1654639,0.19818434
43884,140.0,0.26,0.5,0.16410770000000002,0.19800542
43885,140.0,0.26,0.51,0.1627821,0.1978266
43886,140.0,0.26,0.52,0.16148579999999998,0.19764775
43887,140.0,0.26,0.53,0.16021760000000002,0.19746892
43888,140.0,0.26,0.54,0.1589761,0.19729002
43889,140.0,0.26,0.55,0.1577605,0.19711128
43890,140.0,0.26,0.56,0.1565694,0.19693246
43891,140.0,0.26,0.57,0.1554021,0.19675374
43892,140.0,0.26,0.58,0.1542575,0.19657505
43893,140.0,0.26,0.59,0.1531349,0.1963964
43894,140.0,0.26,0.6,0.1520332,0.19621779
43895,140.0,0.26,0.61,0.15095179999999997,0.19603923
43896,140.0,0.26,0.62,0.1498899,0.19586067
43897,140.0,0.26,0.63,0.14884679999999997,0.19568227
43898,140.0,0.26,0.64,0.14782179999999998,0.19550386
43899,140.0,0.26,0.65,0.1468142,0.19532551
43900,140.0,0.26,0.66,0.1458235,0.19514725
43901,140.0,0.26,0.67,0.1448492,0.19496903
43902,140.0,0.26,0.68,0.1438905,0.19479093
43903,140.0,0.26,0.69,0.142947,0.19461283
43904,140.0,0.26,0.7,0.1420182,0.19443488
43905,140.0,0.26,0.71,0.1411037,0.19425695
43906,140.0,0.26,0.72,0.1402029,0.19407913
43907,140.0,0.26,0.73,0.1393154,0.19390137
43908,140.0,0.26,0.74,0.1384408,0.19372375
43909,140.0,0.26,0.75,0.1375787,0.19354615
43910,140.0,0.26,0.76,0.1367287,0.19336864
43911,140.0,0.26,0.77,0.1358905,0.19319132
43912,140.0,0.26,0.78,0.1350636,0.19301403
43913,140.0,0.26,0.79,0.13424779999999997,0.19283685
43914,140.0,0.26,0.8,0.13344270000000003,0.19265977
43915,140.0,0.26,0.81,0.132648,0.19248272
43916,140.0,0.26,0.82,0.1318634,0.19230579
43917,140.0,0.26,0.83,0.1310886,0.19212902
43918,140.0,0.26,0.84,0.1303234,0.19195232
43919,140.0,0.26,0.85,0.1295674,0.19177577
43920,140.0,0.26,0.86,0.1288205,0.1915992
43921,140.0,0.26,0.87,0.1280823,0.19142291
43922,140.0,0.26,0.88,0.1273526,0.1912466
43923,140.0,0.26,0.89,0.1266312,0.1910704
43924,140.0,0.26,0.9,0.1259179,0.19089441
43925,140.0,0.26,0.91,0.1252124,0.19071846
43926,140.0,0.26,0.92,0.1245145,0.19054268
43927,140.0,0.26,0.93,0.12382409999999999,0.19036695
43928,140.0,0.26,0.94,0.12314089999999998,0.19019139
43929,140.0,0.26,0.95,0.12246480000000001,0.19001596
43930,140.0,0.26,0.96,0.12179549999999999,0.18984057
43931,140.0,0.26,0.97,0.1211329,0.18966538
43932,140.0,0.26,0.98,0.1204769,0.18949027
43933,140.0,0.26,0.99,0.1198272,0.18931532
43934,140.0,0.26,1.0,0.1191836,0.18914044
43936,140.0,0.27,0.01,0.5543218000000001,0.20622247
43937,140.0,0.27,0.02,0.46586179999999994,0.2063034
43938,140.0,0.27,0.03,0.41762659999999996,0.20629233
43939,140.0,0.27,0.04,0.3852552,0.20628002
43940,140.0,0.27,0.05,0.3612548,0.2061332
43941,140.0,0.27,0.06,0.3423735,0.20597757
43942,140.0,0.27,0.07,0.3269203,0.20581731
43943,140.0,0.27,0.08,0.3139097,0.2056537
43944,140.0,0.27,0.09,0.30271970000000004,0.2054878
43945,140.0,0.27,0.1,0.2929344,0.20532028
43946,140.0,0.27,0.11,0.2842625,0.20515153
43947,140.0,0.27,0.12,0.2764928,0.20498158
43948,140.0,0.27,0.13,0.2694676,0.20481072
43949,140.0,0.27,0.14,0.26306609999999997,0.20463894
43950,140.0,0.27,0.15,0.257194,0.20446663
43951,140.0,0.27,0.16,0.2517762,0.20429358
43952,140.0,0.27,0.17,0.24675210000000003,0.2041199
43953,140.0,0.27,0.18,0.2420723,0.20394577
43954,140.0,0.27,0.19,0.23769570000000004,0.20377111
43955,140.0,0.27,0.2,0.23358800000000002,0.20359616
43956,140.0,0.27,0.21,0.2297203,0.20342076
43957,140.0,0.27,0.22,0.22606779999999999,0.20324513
43958,140.0,0.27,0.23,0.2226095,0.203069
43959,140.0,0.27,0.24,0.219327,0.2028927
43960,140.0,0.27,0.25,0.2162044,0.20271604
43961,140.0,0.27,0.26,0.21322779999999997,0.20253922
43962,140.0,0.27,0.27,0.21038510000000002,0.20236205
43963,140.0,0.27,0.28,0.20766529999999997,0.20218478
43964,140.0,0.27,0.29,0.20505900000000002,0.2020073
43965,140.0,0.27,0.3,0.2025575,0.2018296
43966,140.0,0.27,0.31,0.20015329999999998,0.20165174
43967,140.0,0.27,0.32,0.1978394,0.20147376
43968,140.0,0.27,0.33,0.1956098,0.20129564
43969,140.0,0.27,0.34,0.1934587,0.20111743
43970,140.0,0.27,0.35,0.19138110000000003,0.20093898
43971,140.0,0.27,0.36,0.1893724,0.20076051
43972,140.0,0.27,0.37,0.1874283,0.20058194
43973,140.0,0.27,0.38,0.1855451,0.20040333
43974,140.0,0.27,0.39,0.1837192,0.20022456
43975,140.0,0.27,0.4,0.18194739999999998,0.2000457
43976,140.0,0.27,0.41,0.18022660000000001,0.19986688
43977,140.0,0.27,0.42,0.17855420000000002,0.19968793
43978,140.0,0.27,0.43,0.17692750000000002,0.19950901
43979,140.0,0.27,0.44,0.1753443,0.19933003
43980,140.0,0.27,0.45,0.1738023,0.19915101
43981,140.0,0.27,0.46,0.1722995,0.19897197
43982,140.0,0.27,0.47,0.17083399999999999,0.19879292
43983,140.0,0.27,0.48,0.16940410000000003,0.19861388
43984,140.0,0.27,0.49,0.16800810000000002,0.19843476
43985,140.0,0.27,0.5,0.1666444,0.19825564
43986,140.0,0.27,0.51,0.1653116,0.19807667
43987,140.0,0.27,0.52,0.1640085,0.19789763
43988,140.0,0.27,0.53,0.1627336,0.19771856
43989,140.0,0.27,0.54,0.16148579999999998,0.1975395
43990,140.0,0.27,0.55,0.16026410000000002,0.19736053
43991,140.0,0.27,0.56,0.1590672,0.19718157
43992,140.0,0.27,0.57,0.1578943,0.1970026
43993,140.0,0.27,0.58,0.1567444,0.19682373
43994,140.0,0.27,0.59,0.1556165,0.19664489
43995,140.0,0.27,0.6,0.15450999999999998,0.19646613
43996,140.0,0.27,0.61,0.1534239,0.19628736
43997,140.0,0.27,0.62,0.1523575,0.19610864
43998,140.0,0.27,0.63,0.15131,0.19592996
43999,140.0,0.27,0.64,0.150281,0.19575143
44000,140.0,0.27,0.65,0.1492695,0.19557293
44001,140.0,0.27,0.66,0.1482751,0.19539443
44002,140.0,0.27,0.67,0.14729720000000002,0.19521606
44003,140.0,0.27,0.68,0.1463352,0.19503777
44004,140.0,0.27,0.69,0.1453885,0.1948595
44005,140.0,0.27,0.7,0.1444567,0.19468127
44006,140.0,0.27,0.71,0.14353929999999998,0.19450316
44007,140.0,0.27,0.72,0.1426358,0.19432516
44008,140.0,0.27,0.73,0.14174579999999998,0.19414723
44009,140.0,0.27,0.74,0.1408688,0.19396937
44010,140.0,0.27,0.75,0.1400045,0.19379167
44011,140.0,0.27,0.76,0.1391525,0.19361393
44012,140.0,0.27,0.77,0.13831229999999997,0.19343635
44013,140.0,0.27,0.78,0.13748370000000001,0.19325893
44014,140.0,0.27,0.79,0.13666620000000002,0.19308151
44015,140.0,0.27,0.8,0.13585970000000003,0.19290416
44016,140.0,0.27,0.81,0.1350636,0.19272706
44017,140.0,0.27,0.82,0.13427779999999997,0.1925499
44018,140.0,0.27,0.83,0.133502,0.19237292
44019,140.0,0.27,0.84,0.1327358,0.19219606
44020,140.0,0.27,0.85,0.13197899999999999,0.19201927
44021,140.0,0.27,0.86,0.1312314,0.19184254
44022,140.0,0.27,0.87,0.13049260000000001,0.19166596
44023,140.0,0.27,0.88,0.1297626,0.19148952
44024,140.0,0.27,0.89,0.1290409,0.1913131
44025,140.0,0.27,0.9,0.12832739999999998,0.19113696
44026,140.0,0.27,0.91,0.1276219,0.19096081
44027,140.0,0.27,0.92,0.1269241,0.19078477
44028,140.0,0.27,0.93,0.12623389999999998,0.19060887
44029,140.0,0.27,0.94,0.1255511,0.1904331
44030,140.0,0.27,0.95,0.12487539999999998,0.19025746
44031,140.0,0.27,0.96,0.1242067,0.19008185
44032,140.0,0.27,0.97,0.12354489999999999,0.1899065
44033,140.0,0.27,0.98,0.12288969999999999,0.18973118
44034,140.0,0.27,0.99,0.12224089999999999,0.18955602
44035,140.0,0.27,1.0,0.12159849999999998,0.18938094
44037,140.0,0.28,0.01,0.559125,0.20647922
44038,140.0,0.28,0.02,0.47032840000000004,0.20656061
44039,140.0,0.28,0.03,0.42183109999999996,0.20654975
44040,140.0,0.28,0.04,0.3892592,0.20653786
44041,140.0,0.28,0.05,0.36509949999999997,0.20639098
44042,140.0,0.28,0.06,0.34608740000000004,0.20623519
44043,140.0,0.28,0.07,0.330524,0.2060749
44044,140.0,0.28,0.08,0.3174188,0.20591107
44045,140.0,0.28,0.09,0.30614640000000004,0.20574512
44046,140.0,0.28,0.1,0.2962882,0.20557751
44047,140.0,0.28,0.11,0.2875514,0.20540854
44048,140.0,0.28,0.12,0.27972329999999995,0.20523858
44049,140.0,0.28,0.13,0.27264520000000003,0.20506747
44050,140.0,0.28,0.14,0.2661953,0.20489565
44051,140.0,0.28,0.15,0.2602789,0.20472309
44052,140.0,0.28,0.16,0.2548202,0.20454982
44053,140.0,0.28,0.17,0.2497584,0.20437612
44054,140.0,0.28,0.18,0.2450435,0.20420183
44055,140.0,0.28,0.19,0.24063420000000002,0.20402709
44056,140.0,0.28,0.2,0.236496,0.20385185
44057,140.0,0.28,0.21,0.23259960000000002,0.20367634
44058,140.0,0.28,0.22,0.2289203,0.20350046
44059,140.0,0.28,0.23,0.2254366,0.20332426
44060,140.0,0.28,0.24,0.2221302,0.20314778
44061,140.0,0.28,0.25,0.21898499999999999,0.202971
44062,140.0,0.28,0.26,0.21598710000000002,0.20279393
44063,140.0,0.28,0.27,0.2131241,0.20261663
44064,140.0,0.28,0.28,0.21038510000000002,0.20243919
44065,140.0,0.28,0.29,0.20776039999999998,0.20226148
44066,140.0,0.28,0.3,0.20524160000000002,0.20208368
44067,140.0,0.28,0.31,0.2028208,0.20190561
44068,140.0,0.28,0.32,0.2004911,0.20172746
44069,140.0,0.28,0.33,0.1982463,0.20154919
44070,140.0,0.28,0.34,0.1960808,0.20137069
44071,140.0,0.28,0.35,0.19398929999999998,0.20119217
44072,140.0,0.28,0.36,0.1919674,0.20101345
44073,140.0,0.28,0.37,0.1900108,0.20083474
44074,140.0,0.28,0.38,0.1881154,0.20065595
44075,140.0,0.28,0.39,0.1862779,0.20047697
44076,140.0,0.28,0.4,0.1844949,0.20029803
44077,140.0,0.28,0.41,0.1827635,0.20011894
44078,140.0,0.28,0.42,0.1810808,0.19993985
44079,140.0,0.28,0.43,0.1794443,0.19976078
44080,140.0,0.28,0.44,0.1778516,0.19958155
44081,140.0,0.28,0.45,0.1763005,0.19940236
44082,140.0,0.28,0.46,0.174789,0.1992231
44083,140.0,0.28,0.47,0.1733151,0.1990439
44084,140.0,0.28,0.48,0.1718771,0.19886462
44085,140.0,0.28,0.49,0.1704733,0.19868536
44086,140.0,0.28,0.5,0.1691021,0.1985061
44087,140.0,0.28,0.51,0.1677622,0.19832687
44088,140.0,0.28,0.52,0.16645220000000002,0.19814765
44089,140.0,0.28,0.53,0.1651706,0.19796841
44090,140.0,0.28,0.54,0.1639165,0.1977892
44091,140.0,0.28,0.55,0.1626886,0.19760999
44092,140.0,0.28,0.56,0.16148579999999998,0.19743091
44093,140.0,0.28,0.57,0.1603072,0.1972517
44094,140.0,0.28,0.58,0.1591519,0.19707267
44095,140.0,0.28,0.59,0.1580188,0.19689365
44096,140.0,0.28,0.6,0.1569073,0.19671467
44097,140.0,0.28,0.61,0.1558163,0.19653569
44098,140.0,0.28,0.62,0.1547453,0.19635679
44099,140.0,0.28,0.63,0.15369349999999998,0.19617797
44100,140.0,0.28,0.64,0.1526602,0.19599919
44101,140.0,0.28,0.65,0.15164470000000002,0.1958205
44102,140.0,0.28,0.66,0.15064639999999999,0.19564188
44103,140.0,0.28,0.67,0.1496648,0.19546327
44104,140.0,0.28,0.68,0.14869920000000003,0.19528475
44105,140.0,0.28,0.69,0.14774920000000002,0.19510628
44106,140.0,0.28,0.7,0.1468142,0.19492793
44107,140.0,0.28,0.71,0.1458938,0.19474964
44108,140.0,0.28,0.72,0.1449874,0.19457144
44109,140.0,0.28,0.73,0.14409460000000002,0.19439334
44110,140.0,0.28,0.74,0.1432151,0.19421528
44111,140.0,0.28,0.75,0.14234829999999998,0.19403733
44112,140.0,0.28,0.76,0.14149389999999998,0.19385946
44113,140.0,0.28,0.77,0.14065160000000002,0.19368172
44114,140.0,0.28,0.78,0.13982089999999997,0.19350399
44115,140.0,0.28,0.79,0.1390016,0.1933264
44116,140.0,0.28,0.8,0.1381932,0.19314888
44117,140.0,0.28,0.81,0.1373956,0.19297151
44118,140.0,0.28,0.82,0.1366083,0.19279417
44119,140.0,0.28,0.83,0.135831,0.19261709
44120,140.0,0.28,0.84,0.1350636,0.19243993
44121,140.0,0.28,0.85,0.1343057,0.19226292
44122,140.0,0.28,0.86,0.1335571,0.19208604
44123,140.0,0.28,0.87,0.1328174,0.19190927
44124,140.0,0.28,0.88,0.1320866,0.19173267
44125,140.0,0.28,0.89,0.13136420000000001,0.1915561
44126,140.0,0.28,0.9,0.1306502,0.19137964
44127,140.0,0.28,0.91,0.12994429999999998,0.19120336
44128,140.0,0.28,0.92,0.1292462,0.19102716
44129,140.0,0.28,0.93,0.1285559,0.19085108
44130,140.0,0.28,0.94,0.1278729,0.19067508
44131,140.0,0.28,0.95,0.12719729999999999,0.19049919
44132,140.0,0.28,0.96,0.1265288,0.19032347
44133,140.0,0.28,0.97,0.1258672,0.19014786
44134,140.0,0.28,0.98,0.1252124,0.18997233
44135,140.0,0.28,0.99,0.12456410000000001,0.18979697
44136,140.0,0.28,1.0,0.1239223,0.18962176
44138,140.0,0.29,0.01,0.5637709,0.2067362
44139,140.0,0.29,0.02,0.4746588,0.20681797
44140,140.0,0.29,0.03,0.4259115,0.20680755
44141,140.0,0.29,0.04,0.39314720000000003,0.2067959
44142,140.0,0.29,0.05,0.368834,0.20664895
44143,140.0,0.29,0.06,0.3496956,0.20649311
44144,140.0,0.29,0.07,0.3340259,0.2063327
44145,140.0,0.29,0.08,0.3208291,0.20616877
44146,140.0,0.29,0.09,0.3094768,0.20600274
44147,140.0,0.29,0.1,0.2995481,0.20583494
44148,140.0,0.29,0.11,0.29074829999999996,0.20566596
44149,140.0,0.29,0.12,0.28286350000000005,0.20549567
44150,140.0,0.29,0.13,0.27573390000000003,0.20532456
44151,140.0,0.29,0.14,0.26923709999999995,0.20515253
44152,140.0,0.29,0.15,0.2632776,0.20497982
44153,140.0,0.29,0.16,0.2577792,0.20480645
44154,140.0,0.29,0.17,0.2526806,0.20463254
44155,140.0,0.29,0.18,0.24793160000000003,0.20445806
44156,140.0,0.29,0.19,0.2434904,0.2042831
44157,140.0,0.29,0.2,0.23932240000000002,0.20410787
44158,140.0,0.29,0.21,0.23539810000000003,0.20393214
44159,140.0,0.29,0.22,0.23169250000000002,0.20375605
44160,140.0,0.29,0.23,0.2281841,0.20357975
44161,140.0,0.29,0.24,0.22485439999999998,0.20340312
44162,140.0,0.29,0.25,0.2216871,0.20322603
44163,140.0,0.29,0.26,0.2186683,0.20304886
44164,140.0,0.29,0.27,0.2157854,0.20287141
44165,140.0,0.29,0.28,0.21302759999999998,0.20269376
44166,140.0,0.29,0.29,0.21038510000000002,0.20251596
44167,140.0,0.29,0.3,0.2078491,0.20233797
44168,140.0,0.29,0.31,0.20541199999999998,0.2021598
44169,140.0,0.29,0.32,0.2030669,0.20198138
44170,140.0,0.29,0.33,0.20080720000000002,0.20180292
44171,140.0,0.29,0.34,0.1986275,0.20162427
44172,140.0,0.29,0.35,0.1965225,0.20144558
44173,140.0,0.29,0.36,0.1944876,0.20126675
44174,140.0,0.29,0.37,0.19251849999999998,0.2010878
44175,140.0,0.29,0.38,0.19061129999999998,0.20090877
44176,140.0,0.29,0.39,0.1887623,0.20072968
44177,140.0,0.29,0.4,0.1869683,0.20055048
44178,140.0,0.29,0.41,0.18522629999999998,0.20037133
44179,140.0,0.29,0.42,0.18353350000000002,0.200192
44180,140.0,0.29,0.43,0.1818872,0.2000127
44181,140.0,0.29,0.44,0.1802851,0.19983332
44182,140.0,0.29,0.45,0.178725,0.19965395
44183,140.0,0.29,0.46,0.17720479999999997,0.19947456
44184,140.0,0.29,0.47,0.1757226,0.19929513
44185,140.0,0.29,0.48,0.1742766,0.19911563
44186,140.0,0.29,0.49,0.17286500000000002,0.19893624
44187,140.0,0.29,0.5,0.17148650000000001,0.19875683
44188,140.0,0.29,0.51,0.1701394,0.19857739
44189,140.0,0.29,0.52,0.16882239999999998,0.19839793
44190,140.0,0.29,0.53,0.1675343,0.19821852
44191,140.0,0.29,0.54,0.1662737,0.19803917
44192,140.0,0.29,0.55,0.1650397,0.19785976
44193,140.0,0.29,0.56,0.163831,0.19768046
44194,140.0,0.29,0.57,0.1626467,0.19750114
44195,140.0,0.29,0.58,0.16148579999999998,0.19732189
44196,140.0,0.29,0.59,0.1603475,0.19714265
44197,140.0,0.29,0.6,0.1592308,0.19696344
44198,140.0,0.29,0.61,0.1581351,0.1967843
44199,140.0,0.29,0.62,0.15705929999999999,0.19660525
44200,140.0,0.29,0.63,0.156003,0.1964262
44201,140.0,0.29,0.64,0.15496529999999997,0.19624723
44202,140.0,0.29,0.65,0.15394570000000002,0.19606838
44203,140.0,0.29,0.66,0.1529434,0.19588955
44204,140.0,0.29,0.67,0.15195799999999998,0.19571075
44205,140.0,0.29,0.68,0.1509887,0.19553205
44206,140.0,0.29,0.69,0.1500352,0.1953534
44207,140.0,0.29,0.7,0.1490969,0.19517487
44208,140.0,0.29,0.71,0.14817320000000003,0.19499634
44209,140.0,0.29,0.72,0.1472638,0.19481798
44210,140.0,0.29,0.73,0.1463681,0.19463962
44211,140.0,0.29,0.74,0.14548570000000002,0.19446145
44212,140.0,0.29,0.75,0.14461629999999998,0.19428325
44213,140.0,0.29,0.76,0.1437595,0.19410518
44214,140.0,0.29,0.77,0.1429147,0.19392721
44215,140.0,0.29,0.78,0.1420818,0.19374937
44216,140.0,0.29,0.79,0.1412604,0.19357158
44217,140.0,0.29,0.8,0.14045,0.19339387
44218,140.0,0.29,0.81,0.1396505,0.19321632
44219,140.0,0.29,0.82,0.1388614,0.1930388
44220,140.0,0.29,0.83,0.1380826,0.1928614
44221,140.0,0.29,0.84,0.1373136,0.19268416
44222,140.0,0.29,0.85,0.1365543,0.19250701
44223,140.0,0.29,0.86,0.1358044,0.19232987
44224,140.0,0.29,0.87,0.1350636,0.19215295
44225,140.0,0.29,0.88,0.1343317,0.19197607
44226,140.0,0.29,0.89,0.1336084,0.1917993
44227,140.0,0.29,0.9,0.1328935,0.19162272
44228,140.0,0.29,0.91,0.1321869,0.19144613
44229,140.0,0.29,0.92,0.1314882,0.19126977
44230,140.0,0.29,0.93,0.1307973,0.19109344
44231,140.0,0.29,0.94,0.130114,0.1909173
44232,140.0,0.29,0.95,0.129438,0.19074126
44233,140.0,0.29,0.96,0.1287693,0.19056529
44234,140.0,0.29,0.97,0.12810760000000002,0.19038945
44235,140.0,0.29,0.98,0.1274527,0.19021381
44236,140.0,0.29,0.99,0.12680460000000002,0.19003822
44237,140.0,0.29,1.0,0.1261629,0.18986276
44239,140.0,0.3,0.01,0.5682693,0.20699345
44240,140.0,0.3,0.02,0.47886140000000005,0.20707563
44241,140.0,0.3,0.03,0.4298751,0.20706542
44242,140.0,0.3,0.04,0.396926,0.20705414
44243,140.0,0.3,0.05,0.37246490000000004,0.20690718
44244,140.0,0.3,0.06,0.3532046,0.20675126
44245,140.0,0.3,0.07,0.33743190000000006,0.20659074
44246,140.0,0.3,0.08,0.3241466,0.20642675
44247,140.0,0.3,0.09,0.3127169,0.20626055
44248,140.0,0.3,0.1,0.30271970000000004,0.20609267
44249,140.0,0.3,0.11,0.2938587,0.20592348
44250,140.0,0.3,0.12,0.28591880000000003,0.20575313
44251,140.0,0.3,0.13,0.2787392,0.20558181
44252,140.0,0.3,0.14,0.27219679999999996,0.20540968
44253,140.0,0.3,0.15,0.2661953,0.20523685
44254,140.0,0.3,0.16,0.2606583,0.20506325
44255,140.0,0.3,0.17,0.2555239,0.2048892
44256,140.0,0.3,0.18,0.2507416,0.20471464
44257,140.0,0.3,0.19,0.2462694,0.20453951
44258,140.0,0.3,0.2,0.2420723,0.20436409
44259,140.0,0.3,0.21,0.23812070000000005,0.2041882
44260,140.0,0.3,0.22,0.2343895,0.20401198
44261,140.0,0.3,0.23,0.230857,0.20383544
44262,140.0,0.3,0.24,0.2275044,0.20365861
